NBLC HIGHLIGHT,NBLC MEMBER PHOTO,NBLC Member,FILE NAME,Location,FZ Name,Zone Code,Zone Name,Market Code,Market,Market Manager ,Field Consultant Name,Store Manager,Store Type,Address ,City,State or Province,Postal Code,Country ,Open Status Code,Open Date,Close Date,Vicinity,Phone Number,CDC Code,CDC Name,Wholesale Center,DMA Code,DMA Name,Wholesale Center,Alcohol Flag,Liquor Flag,Gas Flag,Gas Brand,BCP,Store Name,Store Type,Region,FC Email
,,,,11629,"Chaudhari, Janakkumar M",72599,Liberty,2546,Delmar Bay,Sandie Bower,Tinea S Price,Janakkumar Chaudhari,F,806 CONOWINGO RD,Bel Air,MD,21014,US,O,07/01/1967,,Conowingo at Moores Mill,(410)838-3490,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Price, Tinea"
,,,,11017,"Chaudhari, Mahesh M",71199,Pennjersey,2411,South Nj,Christopher Stewart,Philip Maione,*,F,260 ROUTE 37 WEST,Toms River,NJ,08755,US,O,09/01/1963,,St Hwy 37 at Germania Ct,(732)244-6983,PJY,Penn/Jersey,PA,501,New York Ny,PA,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Maione, Philip"
,,,,11041,"Chaudhari, Mahesh M",71199,Pennjersey,2411,South Nj,Christopher Stewart,Philip Maione,*,F,1219 RT 166,Toms River,NJ,08753,US,O,11/01/1965,,State Hwy 166 Nr Rt 9,(732)341-9561,PJY,Penn/Jersey,PA,501,New York Ny,PA,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Maione, Philip"
,,,,16497,"Chaudhari, Mahesh M",71199,Pennjersey,2411,South Nj,Christopher Stewart,Philip Maione,*,F,524 LACEY RD,Forked River,NJ,08731,US,O,05/01/1973,,Lacey Rd at Holmes Av,(609)971-0776,PJY,Penn/Jersey,PA,501,New York Ny,PA,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Maione, Philip"
,,,,16912,"Chaudhari, Mahesh M",71199,Pennjersey,2411,South Nj,Christopher Stewart,Philip Maione,*,F,256 RT 9,Tuckerton,NJ,08087,US,O,10/01/1974,,Rt 9 Nr Pine St,(609)294-3584,PJY,Penn/Jersey,PA,501,New York Ny,PA,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Maione, Philip"
,,,,26590,"Chaudhari, Mansinh B",71999,Heartland,1951,St Louis,Paul Coffman,Jeffrey T Osgood,Mansinh Chaudhari,F,4251 NE ANTIOCH,Kansas City,MO,64117,US,O,06/24/1987,,43rd St & N Antioch,(816)455-2585,,,MO,616,Kansas City,MO,Y,Y,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Osgood, Jeffrey"
,,,,29063,"Chaudhari, Mansinh B",71999,Heartland,1951,St Louis,Paul Coffman,Jeffrey T Osgood,Mansinh Chaudhari-franchi,F,6850 ANTIOCH,Merriam,KS,66204,US,O,12/15/1986,,Antioch,(913)432-6300,,,MO,616,Kansas City,MO,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Osgood, Jeffrey"
,,,,35783,"Chaudhari, Mansinh B",71999,Heartland,1951,St Louis,Paul Coffman,Jeffrey T Osgood,Mansinh Chaudhari,F,10950 PARALLEL PKWY,Kansas City,KS,66109,US,O,05/15/2012,,Parallel Pkwy at Hutton,(913)788-0950,,,MO,616,Kansas City,MO,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Osgood, Jeffrey"
,,,,11491,"Chaudhary, Afzal M",72499,North Atlantic,2461,Western New England,Ed Colgan,Bryan F Mcgrath,*,F,188 DAVIS ST,Oakville,CT,06779,US,O,11/01/1971,,Davis St Nr Colonial St,(860)274-5057,NGD,New England,MY,533,Hartford-New Haven Ct,MY,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Mcgrath, Bryan"
,,,,15143,"Chaudhary, Afzal M",72499,North Atlantic,2461,Western New England,Ed Colgan,Bryan F Mcgrath,*,F,1664 BALDWIN ST,Waterbury,CT,06706,US,O,01/15/1972,,Baldwin St at Wrightman,(203)575-9908,NGD,New England,MY,533,Hartford-New Haven Ct,MY,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Mcgrath, Bryan"
,,,,33306,"Chaudhary, Afzal M",72499,North Atlantic,2461,Western New England,Ed Colgan,Curt Weisberger,Store Mgr Unassigned,F,400 FOXON BLVD,New Haven,CT,06513,US,O,02/23/2004,,Nwc Foxon Blvd at Eastern,(203)467-1505,NGD,New England,MY,533,Hartford-New Haven Ct,MY,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Weisberger, Curt"
,,,,23345,"Chaudhary, Dipak B",71399,Patriot,2511,Norfolk,Andrew Rubin,Mary Addison,Dawn Rowe,F,800 E. LITTLE CREEK RD.,Norfolk,VA,23518,US,O,10/09/1981,,Nec Old Ocean View at Litt,(757)588-1454,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Addison, Mary"
,,,,26611,"Chaudhary, Dipak B",71399,Patriot,2514,Virginia Beach,Dennis Paulenich,Gary T Strong,Dipak Chaudhary,F,3860 SHORE DR,Virginia Beach,VA,23455,US,O,08/15/1986,,Shore Dr at Shady Oaks,(757)460-6375,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Strong, Gary"
,,,,22232,"Chaudhary, Girwar S",72099,South West,1612,South Utah,William Hickam,Justin B Allen,Girwar Chaudhary - Fz,F,5585 SOUTH 900 EAST,Murray,UT,84107,US,O,12/02/1979,,5585 South 900 East,(801)262-3451,SLK,Salt Lake,SL,770,Salt Lake City,SL,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Allen, Justin"
,,,,22399,"Chaudhary, Tahir M",72499,North Atlantic,2461,Western New England,Ed Colgan,Thomas D Skinner,*,F,180 UNION STREET,Rockville,CT,06066,US,O,06/26/1981,,West at Union St,(860)875-6392,NGD,New England,MY,533,Hartford-New Haven Ct,MY,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Skinner, Thomas"
,,,,32946,"Chaudhary, Tahir M",72499,North Atlantic,2461,Western New England,Ed Colgan,Thomas D Skinner,Store Mgr Unassigned,F,183 SOUTH MAIN,East Windsor,CT,06088,US,O,07/26/2000,,183 South Main 3,(860)292-6897,NGD,New England,MY,533,Hartford-New Haven Ct,MY,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Skinner, Thomas"
,,,,34396,"Chaudhary, Tahir M",72499,North Atlantic,2464,Southern New England,Andy Brothers,Christophe B Squire,Store Mgr Unassigned,F,1710 CENTRE ST,West Roxbury,MA,02132,US,O,12/15/2009,,1710 Centre St,(617)327-0805,NGD,New England,MY,506,Boston Ma-Nh,MY,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Squire, Christophe"
,,,,29766,"Chaudhri, Amjad M",71999,Heartland,1914,City Chicago,Thomas Rose,James Carter,*,F,2800A W IRVING PARK ROAD,Chicago,IL,60618,US,O,05/14/1991,,Irving Park at California,(773)539-6554,CGO,Chicago,MI,602,Chicago Il,MI,Y,Y,N,,N,7-Eleven Store,Dense Residential,WEST,"Carter, James"
,,,,33138,"Chaudhri, Amjad M",71999,Heartland,1912,West Chicago,Rowdy Bush,Patricia A Leonard,Store Mgr Unassigned,F,1740 W. DEMPSTER,Mount Prospect,IL,60056,US,O,12/21/2001,,Nc Algonquin & Dempster,(847)472-9490,CGO,Chicago,MI,602,Chicago Il,MI,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Leonard, Patricia"
,,,,33526,"Chaudhri, Amjad M",71999,Heartland,1914,City Chicago,Thomas Rose,James Carter,Store Mgr Unassigned,F,3541 NORTH CICERO AVENUE,Chicago,IL,60641,US,O,12/20/2005,,Sec Cicero Ave at Addison,(773)282-9958,CGO,Chicago,MI,602,Chicago Il,MI,Y,Y,N,,N,7-Eleven Store,Dense Residential,WEST,"Carter, James"
,,,,24333,"Chaudhri, Sikandar I",72599,Liberty,2544,Baltimore City,Mike Kropkowski,Cindy L Cox,Sikandar Chaudhri,F,6223 N CHARLES ST,Baltimore,MD,21212,US,O,08/07/1984,,Charles St Nr Stevenson,(410)377-9000,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Cox, Cindy"
,,,,11518,"Chaudhry, Amjad M",72499,North Atlantic,2466,Northern New England,Patrick Doran,Eric A Rolfs,*,F,24 LAKE ST,Peabody,MA,01960,US,O,01/15/1971,,Lake St at Elginwood Ave,(978)535-6265,NGD,New England,MY,506,Boston Ma-Nh,MY,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Rolfs, Eric"
,,,,23699,"Chaudhry, Hassan N",72599,Liberty,2546,Delmar Bay,Sandie Bower,Mica M Neumeyer,Hassan Chaudry,F,600 RITCHIE HWY,Severna Park,MD,21146,US,O,11/18/1982,,Ritchie at Mckinsey Rd,(410)647-4005,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Neumeyer, Mica"
,,,,34697,"Chaudhry, Mahmood ",72599,Liberty,2544,Baltimore City,Mike Kropkowski,Darryle A Edwards,Mahmood Chaudhry,F,1204 REISTERSTOWN RD,Pikesville,MD,21208,US,O,12/15/2010,,Reisterstown at Sudbrook,(410)415-5489,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Edwards, Darryle"
,,,,25933,"Chaudhry, Muatsim N",72499,North Atlantic,2464,Southern New England,Andy Brothers,Charles J Polechronis,*,F,444 MAIN STREET,West Yarmouth,MA,02673,US,O,06/29/1985,,Rt 28 Nr Higgins Crowell,(508)778-4114,NGD,New England,MY,506,Boston Ma-Nh,MY,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Polechronis, Charles"
,,,,32526,"Chaudhry, Rafiq A",72499,North Atlantic,2461,Western New England,Ed Colgan,Thomas D Skinner,Store Mgr Unassigned,F,4 FALLS ROAD,Moodus,CT,06469,US,O,09/01/1998,,4 Falls Road,(860)873-2122,NGD,New England,MY,533,Hartford-New Haven Ct,MY,N,N,Y,7-Eleven,N,7-Eleven Store,Rural,EAST,"Skinner, Thomas"
,,,,39148,"Chaudhry, Sajid H",72599,Liberty,2544,Baltimore City,Mike Kropkowski,Ronald H Graham,Zajid Chaudri,F,2701 N ROLLING RD,Windsor Mill,MD,21244,US,O,10/15/2008,,Rolling Rd at Dogwood Rd,(443)429-3507,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,Y,Bcp Store,Suburban Neighborhood,EAST,"Graham, Ronald"
,,,,19677,"Chaudhry, Shahjhan ",72599,Liberty,2546,Delmar Bay,Sandie Bower,Harold B Holder,Shahjhan Chaudhry,F,1752 JARRETTSVILLE RD,Jarrettsville,MD,21084,US,O,04/14/1981,,Rt 23 at Rt 165,(410)557-9265,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,N,7-Eleven Store,Rural,EAST,"Holder, Harold"
,,,,17642,"Chaudhry, Sharjeel M",72199,Greater La,2171,Inland Empire,William Halverson,Christophe Prater,*,F,65971 PIERSON BLVD,Desert Hot Springs,CA,92240,US,O,12/01/1974,,Pierson Bvd at West St,(760)329-8811,SND,San Diego,SZ,804,Palm Springs Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Prater, Christophe"
,,,,21036,"Chaudhry, Zeshan A",72199,Greater La,2171,Inland Empire,William Halverson,Christophe Prater,*,F,55277 TWENTY NINE PALMS,Yucca Valley,CA,92284,US,O,08/01/1980,,Palms at Kickapoo Tr,(760)365-4441,SND,San Diego,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Prater, Christophe"
,,,,35311,"Chaudhry, Zeshan A",72099,South West,2112,Desert Coast,Brian Biro,Ovidiu N Iacob,Store Mgr Unassigned,F,44046 N JACKSON AVE,Indio,CA,92201,US,O,12/30/2012,,Jackson Ave at Avenue 44,(760)347-4905,SND,San Diego,SZ,804,Palm Springs Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Iacob, Ovidiu"
,,,,22977,"Chaudry, Kamran ",72599,Liberty,2543,Maryland Coastal Plains,Abdallah Jaffa,Gregory K Gauvin,"Chaudry Enterprises, Inc",F,7701 CRAIN HWY.,Upper Marlboro,MD,20772,US,O,06/03/1983,,Rt 301 at Osborne Rd,(301)627-6067,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Gauvin, Gregory"
,,,,23732,"Chaudry, Kamran ",72599,Liberty,2543,Maryland Coastal Plains,Abdallah Jaffa,Paul Mensah,Nhon Quach,F,9413 LIVINGSTON RD.,Fort Washington,MD,20744,US,O,02/08/1983,,Nwc Livingston Rd at Cady,(301)248-8665,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Mensah, Paul"
,,,,34030,"Chaudry, Mohammad N",72499,North Atlantic,2422,New York Nassau,Peter Vogelsberg,Qader Ahmad,Store Mgr Unassigned,F,1000 WELLWOOD AVE,West Babylon,NY,11704,US,O,08/28/2014,,Nec Wellwood at Route 109,(631)225-1791,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Ahmad, Qader"
,,,,34373,"Chaudry, Mohammad N",72499,North Atlantic,2422,New York Nassau,Peter Vogelsberg,Qader Ahmad,Store Mgr Unassigned,F,200 EAST MERRICK RD,Freeport,NY,11520,US,O,12/30/2010,,Merrick at Buffalo Ave,(516)379-1017,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Ahmad, Qader"
,,,,17334,"Chauhan, Haneshinde ",72399,North Pacific,2369,East Bay,Kevin Schinmann,Andrea M Padilla,Grewl Manjit,F,4501 N. PERSHING AVE,Stockton,CA,95207,US,O,03/01/1975,,Pershing Way at Rose Marie,(209)951-6745,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Padilla, Andrea"
,,,,18922,"Chauhan, Sandeep S",72199,Greater La,2368,Central Val/Coastal Mkt,Fred Wallace,Rebecca Hepler,Chauhan Sandeep Singh,F,420 E BULLARD,Fresno,CA,93710,US,O,07/01/1982,,Bullard & Fresno,(559)432-1158,BAY,Bay Area,MP,866,Fresno-Visalia,MP,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Hepler, Rebecca"
,,,,25141,"Chauhan, Sandeep S",72199,Greater La,2368,Central Val/Coastal Mkt,Fred Wallace,Rebecca Hepler,*,F,6015 N BLACKSTONE AVE,Fresno,CA,93710,US,O,04/12/1984,,Blackstone at Bullard Aves,(559)436-1217,BAY,Bay Area,SA,866,Fresno-Visalia,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Hepler, Rebecca"
,,,,32625,"Chauhan, Sandeep S",72199,Greater La,2368,Central Val/Coastal Mkt,Fred Wallace,Rebecca Hepler,"Chauhan, Sandeep",F,6875 NORTH MILBURN,Fresno,CA,93722,US,O,10/15/1999,,Herndon at Milburn Swc,(559)447-8672,BAY,Bay Area,MP,866,Fresno-Visalia,MP,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Hepler, Rebecca"
,,,,11185,"Chawla, Balbir S",72499,North Atlantic,2422,New York Nassau,Peter Vogelsberg,Howard F Leach,*,F,566 JERUSALEM AVE,Uniondale,NY,11553,US,O,03/01/1971,,Jerusalem Nr Meadowbrook,(516)292-2528,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Leach, Howard"
,,,,29278,"Chawla, Balbir S",72499,North Atlantic,2423,New York Suffolk,Rochelle Oppedisano-ganss,Xochitl Pena,*,F,121 CARLETON AVENUE,Central Islip,NY,11722,US,O,05/15/1988,,Carleton Ave at Ackerman,(631)234-7701,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Pena, Xochitl"
,,,,39478,"Chawla, Jatinder ",72499,North Atlantic,2421,New York Queens,Mandi Licul,Erik Merkle,Store Mgr Unassigned,F,154-18 ROCKAWAY BLVD,Jamaica,NY,11434,US,O,04/05/2013,,Rockaway Blvd at N Conduit,(347)605-7935,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,Y,Bcp Store,Dense Residential,EAST,"Merkle, Erik"
,,,,22095,"Chawla, Jorawar S",72599,Liberty,2581,Nova West,John Donovan,Prithipal S Sujlana,Jorawar Chawla,F,9056 LIBERIA AVE,Manassas,VA,20110,US,O,05/01/1981,,Liberia at Euclid Ave,(703)368-0674,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Sujlana, Prithipal"
,,,,32689,"Chawla, Maninder ",71599,Florida,1551,Tampa,Sean Williams,Ty A Payne,Smp Convenience Store,F,4975 S FLORIDA AVE,Lakeland,FL,33813,US,O,02/12/1999,,Nwc S.r. 37,(863)701-0676,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Payne, Ty"
,,,,34349,"Chawla, Maninder ",71599,Florida,1551,Tampa,Sean Williams,Swapna S Patel,Jennifer Hayes,F,1606 PARSONS AVE,Seffner,FL,33584,US,O,09/29/2010,,Martin Luther King at Pars,(813)654-8046,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Patel, Swapna"
,,,,11155,"Chawla, Surinder S",72499,North Atlantic,2422,New York Nassau,Peter Vogelsberg,Robert Lutz,*,F,611 SAND HILL RD,Wantagh,NY,11793,US,O,02/15/1965,,Sand Hill Rd at Wantagh Av,(516)731-9111,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Lutz, Robert"
,,,,20314,"Cheema, Baldev ",72199,Greater La,2176,La South Bay,Jeddy Reed,Nicole A Puritsky,*,F,5315 PARAMOUNT BLVD,Lakewood,CA,90712,US,O,07/14/1978,,Candlewood at Paramount,(562)634-0424,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Puritsky, Nicole"
,,,,26916,"Cheema, Baldev ",72199,Greater La,2176,La South Bay,Jeddy Reed,Juan Ocampo,*,F,1202 W ANAHEIM STREET,Harbor City,CA,90710,US,O,09/15/1987,,Anaheim St at Palos Verdes,(310)326-7641,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Ocampo, Juan"
,,,,17647,"Cheema, Karambir S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Michael A Da Re,Cheema Karambir,F,1048 WEST YOSEMITE,Manteca,CA,95337,US,O,10/01/1975,,Elportal at Yosimite,(209)239-2329,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Da Re, Michael"
,,,,35006,"Cheema, Manpreet S",72199,Greater La,2177,East Los Angeles,Janet Minero,Daniel Barajas,Store Mgr Unassigned,F,2321 E FLORENCE AVE,Huntington Park,CA,90255,US,O,06/25/2012,,Florence at Santa Fe,(323)581-0524,LAX,Los Angeles,SZ,803,Los Angeles,SZ,N,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Barajas, Daniel"
,,,,37689,"Cheema, Manpreet S",72199,Greater La,2177,East Los Angeles,Janet Minero,Daniel Barajas,Store Mgr Unassigned,F,2282 E FIRESTONE BLVD,Los Angeles,CA,90002,US,O,09/30/2016,,Firestone at Alameda St Ch,(323)585-2358,LAX,Los Angeles,SZ,803,Los Angeles,SZ,N,N,N,,N,7-Eleven Store,Not Assigned,WEST,"Barajas, Daniel"
,,,,33604,"Cheema, Satinder P",72199,Greater La,2171,Inland Empire,William Halverson,Brian R Sides,Store Mgr Unassigned,F,202 N. MT. VERNON AVENUE,Colton,CA,92324,US,O,03/17/2006,,Nec Mt Vernon at Valley,(909)783-0592,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Sides, Brian"
,,,,34287,"Cheema, Satinder P",72199,Greater La,2175,Inland Valley,Tammy Libbon,Michelle R Abbott,Store Mgr Unassigned,F,9638 MILLIKEN AVE,Rancho Cucamonga,CA,91730,US,O,10/26/2009,,Milliken at 4th St,(909)481-6183,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Abbott, Michelle"
,,,,34568,"Cheema, Satinder P",72199,Greater La,2175,Inland Valley,Tammy Libbon,Michelle R Abbott,Store Mgr Unassigned,F,720 E FOOTHILL BLV,Upland,CA,91786,US,O,01/21/2014,,Foothill Blv at Campus,(909)982-5214,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Abbott, Michelle"
,,,,25900,"Cheema, Sukhvinder K",72599,Liberty,2543,Maryland Coastal Plains,Abdallah Jaffa,Paul Mensah,Sukhwinder Cheema,F,9019 OLD BRANCH AVE.,Clinton,MD,20735,US,O,04/26/1985,,Old Branch at Piscataway,(301)868-7337,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Mensah, Paul"
,,,,29765,"Cheema, Sukhvinder K",72599,Liberty,2543,Maryland Coastal Plains,Abdallah Jaffa,Paul Mensah,Sukhvinder Kaur Cheema,F,7900 GOOD LUCK RD,Lanham,MD,20706,US,O,12/11/1990,,Good Luck Rd at Hanover,(301)552-3151,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Mensah, Paul"
,,,,35134,"Cheema, Vikramdeep ",71099,Appalachian,1002,Western Ny,Jeffrey Mead,Gary T Hoover,Vic Cheema,F,402 NIAGARA,Niagara Falls,NY,14303,US,O,06/01/2011,,Niagara & 4th,(716)285-4497,BUF,Buffalo,NE,514,Buffalo,NE,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Hoover, Gary"
,,,,36674,"Cheema, Vikramdeep ",71099,Appalachian,1002,Western Ny,Jeffrey Mead,John J Schlia,Vic Cheema,F,690 FRENCH RD,Amherst,NY,14228,US,O,05/21/2014,,French Rd at Sweethome Rd,(716)691-8721,BUF,Buffalo,NE,514,Buffalo,NE,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Schlia, John"
,,,,15873,"Chehade, David ",71099,Appalachian,1971,Southwest Detroit,David Heagle,Edward Gamble,David Chehade/fz,F,22069 FARMINGTON,Farmington Hills,MI,48336,US,O,08/01/1974,,Nwc Farmington at Bostwick,(248)476-1268,DTR,Detroit,MI,505,Detroit,MI,Y,Y,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Gamble, Edward"
,,,,27899,"Chemarla, Venkateshw R",71999,Heartland,1951,St Louis,Paul Coffman,John T Kincaid,Reddy Chemarla/franchisee,F,11202 MIDLAND,Overland,MO,63114,US,O,05/15/1988,,Midland & Link,(314)427-6234,,,MO,609,St. Louis,MO,Y,Y,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Kincaid, John"
,,,,10646,"Chen, Fen ",72599,Liberty,2581,Nova West,John Donovan,Wayne A Kelly,Fen Chen,F,8211 OLD CENTREVILLE ROAD,Manassas,VA,20111,US,O,05/01/1964,,Old Centerville/Maple Wd,(703)368-0027,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Kelly, Wayne"
,,,,35819,"Cheney, Adam ",72499,North Atlantic,2424,New York Manhattan,Paula Bamford,Lazaro Rodriguez,Store Mgr Unassigned,F,182 5TH AVE,New York,NY,10010,US,O,04/19/2013,,5th Ave Nr 23rd St,(212)243-2820,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Daytime,EAST,"Rodriguez, Lazaro"
,,,,35895,"Cheney, Adam ",72499,North Atlantic,2424,New York Manhattan,Paula Bamford,Jennifer K Decoursey,Store Mgr Unassigned,F,243 W 34TH ST,New York,NY,10019,US,O,11/29/2012,,W 34th St at 8th Ave,(212)643-0169,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Daytime,EAST,"Decoursey, Jennifer"
,,,,36797,"Cheney, Adam ",72499,North Atlantic,2424,New York Manhattan,Paula Bamford,Madison Edwards,Store Mgr Unassigned,F,111 FULTON ST,New York,NY,10038,US,O,06/13/2013,,Fulton at William St,(212)346-0659,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Daytime,EAST,"Edwards, Madison"
,,,,36799,"Cheney, Adam ",72499,North Atlantic,2424,New York Manhattan,Paula Bamford,Madison Edwards,Store Mgr Unassigned,F,135 W 3RD ST,New York,NY,10012,US,O,05/09/2013,,W 3rd St Nr 6th Ave,(212)598-3029,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Daytime,EAST,"Edwards, Madison"
,,,,25350,"Chernyy, Galina ",71599,Florida,1532,Palm Beach,Todd Krajewski,Stacee N Sproul,Galina Charnyy,F,1500 SOUTH CYPRESS RD,Pompano Beach,FL,33060,US,O,06/20/1984,,Cypress Rd at Mcnab Rd,(954)781-2270,SFL,So. Florida,ME,528,Miami-Ft. Lauderdale,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Sproul, Stacee"
,,,,18154,"Cherry, Bernie ",72399,North Pacific,2362,Oregon/E Washington,Mark Buscher,Mindy N Thornsbury,*,F,1281 SISKIYOU BLVD,Ashland,OR,97520,US,O,08/01/1976,,Siskiyoo at Wightman,(541)482-8496,,,NW,813,Medford,NW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Thornsbury, Mindy"
,,,,25476,"Chettry, Bobby ",71999,Heartland,1937,Colorado,Donald Buck,Bradford L Bennett,Sarah Castaneda,F,1650 MAIN ST,Longmont,CO,80501,US,O,06/01/1984,,27551st & 17th Ave,(303)651-2930,COL,Colorado,MW,751,Denver-Ft. Collins,MW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Bennett, Bradford"
,,,,36983,"Chhabra, Manmohan S",72199,Greater La,2174,Orange Coast,Jeff Strader,Michael G Ryan,Store Mgr Unassigned,F,8495 WESTERN AVE,Buena Park,CA,90620,US,O,06/10/2015,,Western at Crescent,(714)828-1153,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Ryan, Michael"
